"No","Location","Sex","Age","Height","Weight","Singapore.year","clo","Tair","velocity","SET.","TS","TP","TC","TA","HS","HA","AMS","AMA","AMP","Sweating","IAQ.acceptability","AF","Odor.intensity","Dry.eye","RH","TP_ctg","TA_ctg"
13,1,2,23,167,48.8,23,0.32,30,0.94069,25.046,0,-1,1,0.1,0,0.1,-1,0.1,1,0,1,34,0,1,60,2,0
13,5,2,23,167,48.55,23,0.53,30,1.8709,25.999,1,-2,-0.1,-0.1,0,0.1,0,0.1,1,1,0.1,67,0,1,60,2,1
13,7,2,23,167,48.3,23,0.3,30,1.8709,23.803,0,-1,1,1,0,1,0,0.1,1,0,0.1,50,0,1,60,2,0
13,1,2,23,167,48.8,23,0.32,30,1.8709,23.997,0,0,2,1,0,1,0,1,0,0,1,83,0,1,60,0,0
13,5,2,23,167,47.7,23,0.63,30,0.072701,31.649,2,-2,-1,-1,-2,-0.1,-3,-0.1,2,1,-0.1,50,0,1,65,2,1
13,4,2,23,167,48.45,23,0.43,30,0.072701,30.291,3,-2,-1,-0.1,3,-0.1,-3,-1,2,1,-0.1,17,0,1,65,2,1
13,2,2,23,167,49.6,23,0.32,30,0.072701,29.479,3,-2,-2,-1,-3,-1,-3,-1,2,2,-1,0,0,1,66,2,1
13,5,2,23,167,47.7,23,0.63,30,0.94069,27.823,1,-2,-0.1,-0.1,-2,-0.1,-1,-0.1,2,1,0.1,50,0,1,60,2,1
13,4,2,23,167,48.45,23,0.43,30,0.94069,26.062,2,-2,-0.1,-0.1,2,-0.1,-1,-0.1,2,1,0.1,50,0,1,60,2,1
13,2,2,23,167,49.6,23,0.32,30,0.94069,25.046,2,-2,-1,-1,-2,-0.1,-2,-1,2,1,-0.1,17,0,1,60,2,1
13,5,2,23,167,47.7,23,0.63,30,1.8709,26.914,1,-1,0.1,0.1,-1,0.1,0,0.1,1,1,0.1,83,0,1,60,2,0
13,4,2,23,167,48.45,23,0.43,30,1.8709,25.057,0,-2,0.1,0.1,1,0.1,0,0.1,2,0,0.1,34,0,1,60,2,0
13,2,2,23,167,49.6,23,0.32,30,1.8709,23.997,1,-1,0.1,0.1,-1,0.1,0,0.1,1,1,0.1,50,0,1,60,2,0
